"year","county","precip_1","precip_2","precip_3","precip_4","precip_5","precip_6","precip_7","precip_8","precip_9","precip_10","precip_11","precip_12","avgT_1","avgT_2","avgT_3","avgT_4","avgT_5","avgT_6","avgT_7","avgT_8","avgT_9","avgT_10","avgT_11","avgT_12","minT_1","minT_2","minT_3","minT_4","minT_5","minT_6","minT_7","minT_8","minT_9","minT_10","minT_11","minT_12","frozen_1","frozen_2","frozen_3","frozen_4","frozen_5","frozen_6","frozen_7","frozen_8","frozen_9","frozen_10","frozen_11","frozen_12","cornYield"
2021,"CARROLL",-0.763607156273754,-0.682178161125317,-0.103030443065189,-0.706991761875598,-0.299046565777676,-0.724317598317355,0.604964799949587,1.02213756665594,-0.399883965597787,0.447323831667801,-0.398914090296031,-0.297863465286576,0.391651705120683,-0.645089000162697,0.601155635759304,-0.364724325405003,-1.15907720001854,-0.0231346564966158,-0.66764138564959,0.608960872967992,-0.225044548999313,1.81936479418404,0.758917737774584,-0.095795160926134,0.794558806478295,-0.462547986638,0.0026682037025174,-0.495228224650181,-1.17594235416648,0.118188568576443,-0.346304335511158,0.950380472948121,0.053042528705807,2.411623825541,0.601540820585119,0.144273025384062,1,1,1,0,0,0,0,0,0,0,0,1,155.4
2021,"COSHOCTON",-0.554324949890359,-0.280769484550321,-0.240304614302668,-0.2986590517863,-0.29328313665264,-0.516073935620344,0.440716984033348,0.87053504374738,-0.193722631366696,0.493599759932519,-0.526756742839368,-0.466543894462025,0.534258023509231,-0.612564582519622,0.740542470270712,-0.169276633470413,-0.874187180105125,0.122872864380341,-0.556327163100662,0.824865182474825,-0.0304273332681605,2.0512418451863,0.758917737774584,-0.0520335030890257,0.895899700763862,-0.512775407761466,0.0477608462750593,-0.571952658537926,-1.05985925962551,0.0729305593103874,-0.346304335511158,0.990570889145027,0.053042528705807,2.54328734565614,0.255019009911326,-0.0214487246714031,1,1,1,0,0,0,0,0,0,0,0,1,182.8
2021,"HARRISON",-0.728726788543188,-0.439948787330061,-0.0669056611605896,-0.706991761875598,-0.316336853152784,-0.734729781452205,0.634294767077487,1.58433025577517,-0.0245646135360569,0.354771975138365,-0.54096148201085,-0.280995422369031,0.480780654113525,-0.547515747233472,0.700717660410309,-0.136702018147981,-1.1305881980272,0.122872864380341,-0.445012940551735,0.86804604437619,0.0474195530243015,1.95186596618533,0.839428796024965,-0.0301526741704716,0.81144895552589,-0.412320565514533,0.0026682037025174,-0.456866007706308,-1.14692158053123,0.118188568576443,-0.190109244900299,1.23171338632646,0.258433786754522,2.44453970556978,0.50703487221954,0.0969239539396428,1,1,1,0,0,0,0,0,0,0,0,1,173.5
2021,"HOLMES",-0.791511450458206,-0.564523893853336,-0.550977738682224,-0.655139989165846,-0.108853404651486,-0.464013019946092,1.02731632659134,0.403093931445995,-0.304732580568053,0.393335248692297,-0.349197503195844,-0.702696495307655,0.409477494919251,-0.905284341307296,0.561330825898902,-0.527597402017161,-1.07361019404452,0.0255345171290386,-0.816060349048163,0.479418287263893,-0.302891435291775,1.81936479418404,0.624732640690614,-0.139556818763241,0.828339104573484,-0.830882408210089,-0.177702366587651,-0.840488177145028,-1.11790080689599,0.118188568576443,-0.502499426122018,0.669047559569785,-0.234505232562392,2.34579206548343,0.223517027122801,0.0259003467730159,1,1,1,0,0,0,0,0,0,0,0,1,176.2
2021,"JEFFERSON",-0.882200406557677,-0.405344591073596,0.0992683356005685,-0.583843801689937,-0.229885416277243,-0.677462774210527,0.358593076075229,1.87490175801657,0.0441558312076402,0.501312414643305,-0.484142525324922,-0.162919121946216,0.462954864314957,-0.384893659018098,0.820192089991516,-0.169276633470413,-1.18756620200988,-0.169142177373565,-0.704746126499236,0.522599149165257,-0.225044548999313,1.71998891518307,0.94677687369214,-0.0520335030890257,0.828339104573484,-0.110956038773733,0.385955665569126,-0.11160605521146,-1.03083848599027,0.0729305593103874,-0.42440188081659,0.990570889145027,0.299512038364265,2.21412854536828,0.853556682893333,0.19162209682848,1,1,0,0,0,0,0,0,0,0,0,1,148.6
2021,"TUSCARAWAS",-0.686870347266509,-0.592207250858508,-0.247529570683588,-0.817176778883822,-0.385498002653216,-0.734729781452205,0.593232813098427,0.807367325868815,-0.426314905883825,0.239082154476571,-0.477040155739182,-0.601488237802385,0.480780654113525,-0.62882679134116,0.700717660410309,-0.201851248792845,-0.874187180105125,0.414887906134239,-0.407908199702089,0.954407768178924,0.0474195530243015,2.08436713818662,0.812591776608171,-0.0301526741704716,0.845229253621078,-0.529517881469289,0.0026682037025174,-0.533590441594053,-1.05985925962551,0.389736624172771,-0.151060472247583,1.15133255393265,0.0941207803155505,2.60911910571371,0.444030906642486,0.120598489661852,1,1,1,0,0,0,0,0,0,0,0,1,169.1
2021,"ASHLAND",-0.826391818188772,-0.52991969759687,-1.23734859486962,-0.609769688044813,0.104393472974847,-0.562928759727171,1.2150281162099,0.188323690658872,-0.41574252976941,0.416473212824656,-0.249764328995471,-1.04005735365855,0.284696966329273,-1.13295526480882,0.581243230829104,-0.462448171372296,-1.01663219006183,0.512226253385541,-0.630536644799949,0.608960872967992,-0.225044548999313,1.71998891518307,0.651569660107406,-0.183318476600349,0.743888359335511,-1.0652770401196,0.0026682037025174,-0.571952658537926,-1.11790080689599,0.797058707567261,-0.385353108163874,0.628857143372879,-0.234505232562392,2.1812126653395,0.444030906642486,0.0495748824952246,1,1,1,0,0,0,0,0,0,0,0,1,178.3
2021,"CRAWFORD",-0.951961142018809,-0.751386553638248,-1.06394964172754,-0.49958467103659,0.231188913725641,-0.385921646434713,0.399655030054289,0.213590777810298,0.17102434458062,1.04891089910913,-0.278173807338435,-1.36055016909191,0.284696966329273,-1.14921747363036,0.740542470270712,0.0913202891090409,-0.788720174131099,0.512226253385541,-0.148175013754594,1.08395035388302,0.280960211901682,1.85249008718436,0.785754757191376,-0.095795160926134,0.726998210287917,-1.08201951382742,0.295770380424041,0.195291680339515,-0.88573461781406,0.797058707567261,0.122280936321424,1.07095172153884,0.217355535144781,2.21412854536828,0.633042803373646,0.0969239539396428,1,1,1,0,0,0,0,0,0,0,0,1,201.2
2021,"ERIE",-0.833367891734885,-0.972853409679626,-1.49744702458273,-0.337547881318614,-0.477712868653793,-0.411952104271839,0.780944602716985,-0.0327633219161081,0.0335834550932252,0.701841437123749,-0.256866698581212,-1.06535941803487,0.409477494919251,-1.0353820118796,0.680805255480109,-0.169276633470413,-0.845698178113783,1.14492551051899,0.000243949643979539,1.17031207768576,0.553424313925297,2.21686831018791,1.1077989901929,0.144893957177959,1.03102089314462,-0.747170039670977,0.588872557145565,0.617276066722107,-0.421402239650195,2.33583102261312,0.981353934681158,1.87476004547694,1.40862483182732,3.1028573061455,1.45209435587534,0.594089204106036,1,1,0,0,0,0,0,0,0,0,0,1,182.6
2021,"HURON",-0.805463597550433,-0.730624035884369,-1.40352259163077,-0.233844335899109,-0.206831699777099,-0.0787622439566224,1.0390483134425,0.0619882549017403,-0.0298508015932645,0.609289580594313,-0.356299872781585,-0.862942903024332,0.249045386732136,-1.18174189127343,0.640980445619706,-0.201851248792845,-0.931165184087807,0.998917989642044,-0.259489236303521,0.824865182474825,0.0474195530243015,1.85249008718436,0.785754757191376,-0.095795160926134,0.726998210287917,-1.03179209270396,0.250677737851499,0.118567246451772,-0.914755391449302,1.61170287435624,0.161329708974137,0.950380472948121,0.217355535144781,2.31287618545464,0.790552717316279,0.167947561106271,1,1,1,0,0,0,0,0,0,0,0,1,187
2021,"LORAIN",-0.840343965280998,-0.792911589146006,-1.59859641391561,-0.259770222253985,-0.552637447279261,-0.141235342765725,1.45553384665868,0.958969848777373,-0.082712682165339,0.701841437123749,-0.292378546509917,-0.702696495307655,0.356000125523547,-1.0353820118796,0.660892850549908,-0.429873556049864,-1.01663219006183,0.706902947888138,-0.482117681401376,0.738503458672091,0.0863429961705298,1.98499125918565,0.94677687369214,0.0792514704222977,0.929679998859051,-0.830882408210089,0.363409344282855,0.00348059562015458,-0.798672296908334,1.74747690215441,0.239427254279568,1.23171338632646,0.710294554461694,2.6420349857425,1.23158047635565,0.428367454050572,1,1,0,0,0,0,0,0,0,0,0,1,179.3
2021,"OTTAWA",-1.04265009811828,-1.06282431994644,-1.3746227661071,-1.01810239813411,-0.794701470530775,-0.625401858536275,0.493510924863568,-0.468620575278211,0.731360278644612,1.79703840605541,-0.533859112425109,-1.38585223346823,0.462954864314957,-1.10043084716575,0.800279685061314,0.0913202891090409,-0.532319156209025,1.43694055227289,0.297081876441121,1.47257811099533,0.864811859095139,2.18374301718758,0.973613893108935,0.166774786096513,1.06480119123981,-0.897852303041378,0.566326235859294,0.578913849778235,-0.276298371473987,2.20005699481495,1.17659779794473,1.99533129406766,1.49078133504681,3.13577318617429,1.20007849356712,0.570414668383826,1,1,0,0,0,0,0,0,0,0,0,1,182
2021,"SANDUSKY",-0.917080774288243,-0.841357463905058,-1.35294789696434,-0.810695307295103,-0.414315148278396,-0.417158195839264,0.886532484377425,-0.399136085611789,0.340182362411259,1.76618778721226,-0.512552003667886,-1.23403984721032,0.42730328471782,-1.1654796824519,0.800279685061314,0.0913202891090409,-0.617786162183049,1.29093303139594,0.111558172192907,1.25667380148849,0.670194643363987,2.08436713818662,0.866265815441759,0.0573706415037435,0.980350446001835,-0.981564671580489,0.453594629427938,0.425464982002747,-0.508464560555919,1.83799292068652,0.747061298764864,1.51304629970479,0.997842315729896,2.74078262582886,0.916560648470385,0.404692918328362,1,1,0,0,0,0,0,0,0,0,0,1,198.8
2021,"WYANDOT",-0.965913289111035,-0.875961660161523,-1.02059990344202,-0.979213568601798,0.0121786069742705,-0.521280027187769,1.06251228714482,0.358876528930999,0.0441558312076402,1.03348558968756,-0.342095133610103,-1.51236255534981,0.445129074516389,-1.00285759423652,0.919754114642521,0.351917211688492,-0.560808158200367,0.95024881601639,-0.0368607912056612,1.04076949198166,0.709118086510221,2.31624418918888,1.00045091252573,0.123013128259404,0.980350446001835,-0.881109829333555,0.566326235859294,0.732362717553722,-0.479443786920679,1.47592884655808,0.512768662848575,1.27190380252336,0.833529309290925,2.77369850585764,1.01106659683597,0.357343846883944,1,1,0,0,0,0,0,0,0,0,0,1,197.3
2021,"ASHTABULA",-0.91010470074213,-1.07666599844902,-1.42519746077353,-0.590325273278656,-0.96184091515682,-0.23494499097938,1.4203378861052,0.68734866189954,-0.405170153654995,2.27522299812416,-0.31368565526714,0.419028358709086,0.266871176530705,-0.905284341307296,0.322381966736489,-0.75561970927418,-1.50094522391464,-0.169142177373565,-1.07579353499566,0.177152253954324,-0.419661764730465,1.65373832918243,0.839428796024965,-0.0301526741704716,0.726998210287917,-0.814139934502267,-0.15515604530138,-0.571952658537926,-1.46615009051889,0.253962596374605,-0.42440188081659,0.628857143372879,-0.0701922261234206,2.34579206548343,0.979564614047439,0.404692918328362,1,1,1,0,0,0,0,0,0,0,0,1,172
2021,"COLUMBIANA",-0.882200406557677,-0.633732286366266,-0.153605137731629,-0.538473500568904,-0.166487695901847,-0.73993587301963,0.651892747354227,1.45799482001804,-0.542611043142389,1.126037446217,-0.363402242367326,-0.0617108644409459,0.266871176530705,-0.612564582519622,0.541418420968701,-0.527597402017161,-1.38698921594927,-0.509826392753119,-0.964479312446731,0.133971392052954,-0.575355537315389,1.42186127818017,0.732080718357789,-0.117675989844687,0.642547465049944,-0.412320565514533,0.0252145249887888,-0.456866007706308,-1.37908776961317,-0.379649533350158,-0.814889607343741,0.347524229994541,-0.316661735781879,1.85205386505164,0.664544786162173,0.19162209682848,1,1,1,0,0,0,0,0,0,0,0,1,178.6
2021,"GEAUGA",-0.714774641450962,-0.86904082091023,-1.39629763524986,-0.0977334325360096,-0.431605435653505,-0.182884075305127,1.30888401101918,0.977920164140942,-0.547897231199597,2.09783193977607,-0.271071437752694,0.410594337250313,0.142090647940725,-0.970333176593446,0.402031586457293,-0.690470478629318,-1.44396721993196,-0.169142177373565,-1.07579353499566,0.0907905301515897,-0.341814878438003,1.48811186418082,0.732080718357789,-0.117675989844687,0.574986868859565,-0.847624881917911,-0.0424244388700245,-0.495228224650181,-1.49517086415413,0.29922060564066,-0.619645744080165,0.387714646191447,-0.0701922261234206,2.14829678531071,0.948062631258912,0.286320239717316,1,1,1,0,0,0,0,0,0,0,0,1,181
2021,"MAHONING",-0.805463597550433,-0.716782357381783,-1.10729938001306,-0.56439938692378,-0.229885416277243,-0.323448547625609,0.722284668461186,2.79715043904363,-1.01308178023385,1.31885381398665,-0.4628354165677,-0.188221186322533,0.249045386732136,-0.775186670734996,0.441856396317696,-0.723045093951748,-1.41547821794061,-0.169142177373565,-0.89026983074745,0.306694839658423,-0.263967992145541,1.55436245018146,0.732080718357789,-0.0301526741704716,0.524316421716782,-0.696942618547511,-0.312980294305277,-1.03229926186439,-1.6112539586951,-0.198617496285941,-0.853938379996454,0.347524229994541,-0.439896490611106,1.81913798502285,0.50703487221954,0.19162209682848,1,1,1,0,0,0,0,0,0,0,0,1,178.6
2021,"MEDINA",-0.861272185919338,-0.7998324283973,-1.56247163201101,-0.557917915335061,-0.40855171915336,-0.323448547625609,1.50246179406332,0.788417010505245,-0.505607726741937,0.76354267481004,-0.320788024852881,-0.812338774271697,0.356000125523547,-0.970333176593446,0.680805255480109,-0.462448171372296,-0.959654186079149,0.706902947888138,-0.556327163100662,0.738503458672091,-0.0304273332681605,1.91874067318501,0.839428796024965,0.0136089836666352,0.862119402668673,-0.847624881917911,0.250677737851499,-0.30341713993082,-0.88573461781406,1.38541282802597,-0.112011699594867,0.950380472948121,0.340590289974009,2.60911910571371,1.04256857962449,0.333669311161735,1,1,1,0,0,0,0,0,0,0,0,1,172.7
2021,"PORTAGE",-0.784535376912093,-0.86904082091023,-1.33127302782158,-0.49958467103659,-0.206831699777099,-0.313036364490759,1.61978166257492,1.05372142559522,-0.785775693773933,1.30342850456508,-0.420221199053254,-0.213523250698851,0.338174335724978,-0.807711088378071,0.601155635759304,-0.495022786694728,-1.18756620200988,0.366218732508592,-0.704746126499236,0.652141734869356,-0.108274219560623,1.7531142081834,0.812591776608171,0.0573706415037435,0.743888359335511,-0.713685092255333,0.0026682037025174,-0.571952658537926,-1.32104622234268,0.616026670503044,-0.42440188081659,0.7896188081605,0.053042528705807,2.27996030542585,0.916560648470385,0.428367454050572,1,1,1,0,0,0,0,0,0,0,0,1,169.2
2021,"STARK",-0.763607156273754,-0.661415643371439,-1.02059990344202,-0.927361795892046,-0.206831699777099,-0.130823159630875,1.39687391240288,0.346242985355286,-0.743486189316273,0.609289580594313,-0.434425938224736,-0.677394430931337,0.462954864314957,-0.677613417805772,0.800279685061314,-0.234425864115275,-0.845698178113783,0.755572121513793,-0.407908199702089,1.04076949198166,0.125266439316764,2.11749243118694,0.919939854275346,0.101132299340852,0.879009551716267,-0.563002828884933,0.183038773992686,-0.265054922986948,-0.943776165084542,1.02334875389753,-0.112011699594867,1.15133255393265,0.258433786754522,2.67495086577129,0.916560648470385,0.428367454050572,1,1,1,0,0,0,0,0,0,0,0,1,177.4
2021,"TRUMBULL",-0.791511450458206,-0.841357463905058,-1.28792328953606,-0.344029352907333,-0.431605435653505,-0.120410976496024,1.23849208991222,2.14020617310655,-0.960219899661779,2.05926866622214,-0.292378546509917,0.0901015218169587,0.249045386732136,-0.872759923664222,0.402031586457293,-0.75561970927418,-1.44396721993196,-0.169142177373565,-0.964479312446731,0.263513977757059,-0.341814878438003,1.55436245018146,0.732080718357789,-0.0520335030890257,0.558096719811971,-0.847624881917911,-0.35807293687782,-1.07066147880826,-1.69831627960082,-0.198617496285941,-0.853938379996454,0.307333813797635,-0.522052993830593,1.85205386505164,0.570038837796592,0.215296632550689,1,1,1,0,0,0,0,0,0,0,0,1,182.5
2021,"WAYNE",-0.819415744642659,-0.716782357381783,-1.2662484203933,-0.804213835706384,-0.137670550276666,-0.604577492266574,1.45553384665868,0.0935721138410233,-0.706482872915821,0.431898522246228,-0.370504611953067,-1.1496996326226,0.373825915322115,-1.0353820118796,0.601155635759304,-0.592746632662022,-0.959654186079149,0.463557079759887,-0.630536644799949,0.695322596770726,-0.147197662706851,1.91874067318501,0.705243698940995,-0.0739143320075799,0.845229253621078,-0.998307145288311,-0.0649707601562959,-0.802125960201158,-1.00181771235503,0.751800698301206,-0.268206790205727,0.749428391963594,-0.0291139745136771,2.47745558559857,0.538536855008067,0.215296632550689,1,1,1,0,0,0,0,0,0,0,0,1,177.4
2021,"ALLEN",-0.693846420812622,-0.696019839627904,-0.363128872778307,-0.655139989165846,-0.0166385386509096,-0.479631294648367,0.575634832821687,0.270441723901007,0.837084039788761,1.41140567051609,-0.306583285681399,-1.7316471132779,0.302522756127841,-1.10043084716575,0.760454875200913,0.0913202891090409,-0.646275164174391,1.29093303139594,0.0744534313432662,1.12713121578439,0.709118086510221,2.0512418451863,0.973613893108935,-0.0520335030890257,0.794558806478295,-0.830882408210089,0.431048308141667,0.425464982002747,-0.566506107826403,1.83799292068652,0.629914980806719,1.31209421872027,0.874607560900665,2.57620322568493,1.04256857962449,0.0732494182174341,1,1,0,0,0,0,0,0,0,0,0,1,203.1
2021,"DEFIANCE",-0.958937215564922,-0.903645017166695,-1.0133749470611,-0.992176511779236,-0.0512191134011257,0.150305785010089,1.01558433974018,-0.228583247339662,0.498768004127483,3.2624428011048,0.0272280848484257,-1.94249764974721,0.195568017336431,-1.36062618831035,0.72063006534051,-0.0389781721806872,-0.760231172139757,1.2422638577703,0.000243949643979539,1.08395035388302,0.670194643363987,1.65373832918243,0.624732640690614,-0.161437647681795,0.642547465049944,-1.26618672461347,0.228131416565228,0.0802050295078997,-0.856713844178818,1.6569608836223,0.551817435501288,1.23171338632646,0.669216302851951,2.1812126653395,0.570038837796592,-0.09247233183803,1,1,1,0,0,0,0,0,0,0,0,1,190.2
2021,"FULTON",-0.993817583295488,-0.792911589146006,-1.07117459810846,-0.881991494771012,-0.714013462780271,0.363755539274525,1.16223417537968,-0.54442183673249,0.990383493447778,2.77654555432527,-0.278173807338435,-1.66417494160772,0.249045386732136,-1.44193723241803,0.601155635759304,-0.267000479437707,-0.788720174131099,0.95024881601639,-0.222384495453875,0.997588630080289,0.319883655047916,1.65373832918243,0.651569660107406,-0.095795160926134,0.726998210287917,-1.43361146169169,0.0928534888476013,-0.341779356874693,-0.943776165084542,1.29489680949386,0.239427254279568,1.03076130534193,0.217355535144781,2.24704442539707,0.664544786162173,0.0259003467730159,1,1,1,0,0,0,0,0,0,0,0,1,192
2021,"HENRY",-0.965913289111035,-0.723703196633076,-1.02782485982294,-0.875510023182293,-0.339390569652928,0.129481418740388,1.19156414250758,-0.32333482415751,0.699643150301367,2.89223537498706,-0.0793074589376887,-1.78225124203053,0.320348545926409,-1.34436397948881,0.760454875200913,0.0587456737866089,-0.617786162183049,1.3396022050216,0.0373486904936202,1.25667380148849,0.670194643363987,1.85249008718436,0.758917737774584,-0.00827184525191741,0.777668657430701,-1.24944425090564,0.318316701710312,0.156929463395642,-0.682589202367368,1.79273491142046,0.590866208154006,1.43266546731098,0.751372806071438,2.411623825541,0.790552717316279,0.120598489661852,1,1,1,0,0,0,0,0,0,0,0,1,196.8
2021,"LUCAS",-1.05660224521051,-0.95901173117704,-1.07839955448938,-1.01810239813411,-0.892679765656388,-0.0267013282823695,0.387923043203129,-0.651806957126051,1.23883433213653,2.59915449597718,-0.249764328995471,-1.57140070556122,0.516432233710662,-1.08416863834421,0.87992930478212,0.254193365721199,-0.332896142269634,1.77762476765245,0.519710321538981,1.73166328240352,0.825888415948911,2.18374301718758,1.05412495135932,0.31994058852639,1.06480119123981,-0.948079724164844,0.521233593286751,0.387102765058875,-0.334339918744471,2.29057301334706,1.25469534325016,1.91495046167385,1.20323357377861,3.06994142611672,1.23158047635565,0.570414668383826,1,1,0,0,0,0,0,0,0,0,0,1,190.3
